Ticker,Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
USVM,VictoryShares US Small Mid Cap Value Momentum ETF,Equity,"$228,075,000",5.49%,"4,015",$65.98,-0.06%,No,False,5.94%,5.54%,0.68%,12.63%,5.30%,"$92,900.00",$0.00,$0.00,"-$42,454,040.00","-$116,393,810.00","$86,618,240.00",Small Cap Blend Equities,2017-10-24,0.25%,N/A,$1.09,2023-05-10,$0.04,1.65%,11.47,1.11,294,5.72%,40%,20%,1099,$60.71,$65.32,N/A,N/A,61.76,B+,A-,B-,A,B-,N/A,5.45,29.65%,29.89%,225.4,7.45%,9.34%
XPH,SPDR S&P Pharmaceuticals ETF,Equity,"$227,616,000",0.50%,"65,523",$41.04,0.10%,No,False,3.69%,-3.32%,-1.72%,-0.69%,-0.12%,"$24,561,033.35","-$4,053,825.70","-$10,090,793.00","$48,803,494.80","-$9,616,864.35","-$90,568,624.30",Health & Biotech Equities,2006-06-19,0.35%,N/A,$0.61,2023-03-20,$0.12,1.48%,10.54,0.84,40,46.25%,40%,20%,1099,$39.08,$42.07,$40.86,$41.16,50.59,A-,A-,B-,B+,B+,C+,6.23,41.58%,44.80%,42.2,0.00%,17.21%
FNK,First Trust Mid Cap Value AlphaDEX Fund,Equity,"$227,220,000",4.39%,"42,463",$44.69,-0.71%,No,False,7.60%,5.85%,-0.14%,13.96%,5.93%,"$707,800.00",$0.00,"-$8,357,200.00","$8,549,400.00","$173,988,600.00","$189,886,500.00",Small Cap Value Equities,2011-04-19,0.70%,N/A,$0.74,2023-03-24,$0.16,1.66%,8.22,1.29,226,8.71%,40%,20%,1099,$40.47,$44.36,N/A,N/A,58.76,B-,C+,A+,A-,A-,B,5.69,44.24%,33.43%,203.65,4.16%,6.21%
PFFV,Global X Variable Rate Preferred ETF,Preferred Stock,"$226,937,000",2.31%,"93,872",$22.40,-0.27%,No,False,1.25%,5.41%,-3.39%,N/A,N/A,"-$46,014,583.69","-$11,269,642.71","-$37,399,803.15","$81,030,693.87","$264,586,521.52","$264,586,521.52",Preferred Stock/Convertible Bonds,2020-06-22,0.25%,N/A,$1.50,2023-06-05,$0.13,6.67%,0.00,0.36,59,31.96%,40%,20%,1099,$21.04,$22.64,$22.34,$22.47,56.73,B,A,N/A,B+,C,N/A,5.35,1.89%,28.89%,18.96,0.00%,0.52%
GAL,SPDR SSgA Global Allocation ETF,Multi-Asset,"$226,660,000",6.35%,"10,514",$39.81,0.56%,No,False,1.47%,0.57%,0.93%,6.08%,4.22%,"-$18,232,983.89",$0.00,"-$1,948,366.26","-$17,774,156.03","-$28,038,211.55","-$28,865,900.40",Diversified Portfolio,2012-04-25,0.35%,Charles Schwab,$2.35,2023-03-21,$0.13,5.94%,0.04,0.67,21,76.28%,40%,20%,1099,$38.77,$39.83,$39.73,$39.85,58.29,B+,A,B,B+,B+,A-,6.51,64.34%,52.51%,165.06,6.96%,4.44%
SWAN,Amplify BlackSwan Growth & Treasury Core ETF,Multi-Asset,"$225,907,000",5.48%,"34,151",$25.59,0.75%,No,False,0.16%,0.00%,-5.86%,-2.92%,N/A,"-$31,246,000.00",$0.00,"-$4,827,600.00","-$208,931,300.00","-$55,418,500.00","$303,227,210.00",Diversified Portfolio,2018-11-06,0.49%,N/A,$0.66,2023-03-29,$0.20,2.57%,0.03,0.49,13,90.80%,40%,20%,1099,$25.00,$25.78,$25.44,$25.67,53.94,A,A-,C+,B+,B-,N/A,5.72,32.98%,34.02%,1.6,0.00%,0.00%
EPOL,iShares MSCI Poland ETF,Equity,"$225,706,000",20.44%,"270,145",$18.62,1.69%,No,False,5.68%,5.74%,18.89%,3.26%,-3.07%,"$14,033,200.00","$16,626,780.00","$18,526,710.00","$10,179,700.00","-$52,528,470.00","$21,404,380.00",Europe Equities,2010-05-25,0.58%,N/A,$0.41,2022-12-13,$0.27,2.24%,5.37,1.24,33,65.36%,40%,20%,1099,$17.11,$18.67,$18.50,$18.68,60.26,A-,C,C,C,C,C+,5.52,0.19%,31.03%,394.81,0.89%,3.21%
INDS,Pacer Industrial Real Estate ETF,Real Estate,"$224,165,000",8.89%,"43,228",$39.98,-1.04%,No,False,1.91%,-2.89%,-3.74%,8.62%,11.79%,"-$7,342,000.00","$9,930,000.00","$9,930,000.00","-$64,219,500.00","$173,975,500.00","$229,438,500.00",Real Estate,2018-05-14,0.55%,N/A,$1.00,2023-03-23,$0.08,2.48%,0.06,0.87,30,66.45%,40%,20%,1099,$38.74,$40.77,N/A,N/A,50.54,B,C+,A-,C,C+,N/A,5.76,48.86%,35.04%,28.06,0.00%,11.76%
ULVM,VictoryShares US Value Momentum ETF,Equity,"$221,764,000",-0.50%,"2,195",$62.61,0.29%,No,False,3.16%,-0.13%,-2.27%,11.18%,5.17%,"-$22,434,485.00","-$6,187,150.00","-$6,187,150.00","-$57,291,775.00","-$425,357,945.00","-$271,383,415.00",Large Cap Value Equities,2017-10-24,0.20%,N/A,$1.23,2023-05-10,$0.02,1.96%,18.08,0.99,126,11.92%,40%,20%,1099,$60.59,$62.92,$62.61,$62.61,53.58,C,A-,C+,C+,C+,N/A,6.48,22.34%,51.63%,141.65,8.30%,6.98%
XTN,SPDR S&P Transportation ETF,Equity,"$220,677,000",14.96%,"29,666",$77.07,0.18%,No,False,5.84%,6.30%,1.35%,11.11%,4.49%,"-$221,136,570.14","-$2,933,221.00","-$10,142,962.21","-$348,929,442.51","$29,088,598.08","-$14,320,563.07",Transportation Equities,2011-01-26,0.35%,N/A,$0.65,2023-03-20,$0.17,0.84%,11.97,1.33,48,28.08%,40%,20%,1099,$69.84,$76.31,$76.42,$77.53,62.29,A-,A+,A+,A-,A-,A+,6.2,43.95%,44.10%,489.13,0.00%,0.06%
DEF,Invesco Defensive Equity ETF,Equity,"$218,456,000",1.03%,"15,262",$67.19,0.30%,No,False,2.59%,-0.12%,2.25%,9.85%,8.77%,"-$60,014,100.00","-$1,340,220.00","-$10,669,110.00","-$58,258,700.00","-$122,025,150.00","-$28,761,600.00",Large Cap Growth Equities,2006-12-15,0.55%,Charles Schwab,$0.98,2022-12-19,$0.98,1.46%,18.46,0.85,101,11.57%,40%,20%,1099,$64.99,$67.52,$66.96,$67.31,54.52,B-,B-,B-,A,B+,C+,6.92,76.31%,68.11%,190.71,4.95%,3.04%
RFV,Invesco S&P MidCap 400® Pure Value ETF,Equity,"$217,746,000",9.25%,"35,806",$98.68,-0.20%,No,False,8.02%,6.82%,7.04%,22.12%,8.62%,"$36,607,890.00","-$5,823,660.00","-$34,684,640.00","$77,552,880.00","$121,059,650.00","$104,170,900.00",Mid Cap Value Equities,2006-03-01,0.35%,Charles Schwab,$1.84,2023-03-20,$0.40,1.86%,8.10,1.41,74,29.31%,40%,20%,1099,$89.55,$97.50,$98.01,$99.21,61.31,C+,B+,A,B-,B,C,5.83,53.54%,36.38%,166.11,0.83%,6.92%
MJ,ETFMG Alternative Harvest ETFMG Alternative Harvest,Equity,"$217,582,000",-27.70%,"1,210,509",$3.08,-0.32%,No,False,1.99%,-13.24%,-53.78%,-37.80%,-35.22%,"-$5,445,410.00",$0.00,$0.00,"$22,585,630.00","$440,895,300.00","$1,420,559,649.50",Small Cap Blend Equities,2015-12-02,0.75%,N/A,$0.18,2022-12-28,$0.07,5.67%,0.00,1.63,33,96.25%,40%,20%,1099,$2.95,$3.41,N/A,N/A,41.39,A,C+,C,C,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FYC,First Trust Small Cap Growth AlphaDEX Fund,Equity,"$215,075,000",8.09%,"14,631",$59.69,-0.03%,No,False,5.68%,6.42%,-1.17%,11.52%,4.46%,"-$8,301,150.00","$2,918,250.00","$119,100.00","$10,125,400.00","$27,053,250.00","-$39,486,950.00",Small Cap Growth Equities,2011-04-19,0.71%,N/A,$0.06,2023-03-24,$0.06,0.10%,11.72,1.19,263,7.64%,40%,20%,1099,$54.58,$59.31,$59.37,$59.89,62.22,B+,C,C+,B-,C,C+,4.83,2.85%,22.12%,212.51,2.22%,6.96%
RECS,Columbia Research Enhanced Core ETF,Equity,"$214,737,000",10.03%,"153,380",$25.00,0.40%,No,False,1.95%,2.72%,3.96%,13.28%,N/A,"$139,916,350.00","-$17,439,650.00","$58,905,525.00","$144,059,925.00","$140,267,829.40","$182,330,379.40",Large Cap Growth Equities,2019-09-25,0.15%,N/A,$0.32,2022-12-19,$0.32,1.29%,15.86,0.99,365,34.85%,40%,20%,1099,$24.04,$25.08,N/A,N/A,60.26,B-,A-,N/A,A-,B,N/A,6.54,27.65%,53.61%,143.59,5.86%,4.95%
IBHC,iShares iBonds 2023 Term High Yield & Income ETF,Bond,"$214,270,000",2.29%,"48,717",$23.60,0.21%,No,False,0.17%,0.43%,3.81%,4.38%,N/A,"$30,535,070.00",$0.00,$0.00,"$96,046,350.00","$205,410,600.00","$207,981,230.00",High Yield Bonds,2019-05-07,0.35%,N/A,$0.83,2023-06-01,$0.09,3.53%,0.00,0.23,126,28.86%,40%,20%,1099,$23.47,$23.59,N/A,N/A,59.85,B+,A-,B-,A,A,N/A,6.32,98.41%,46.95%,231.16,8.17%,3.01%
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,Equity,"$213,822,000",97.63%,"241,706",$60.37,-1.19%,No,3x,18.93%,11.65%,62.23%,23.51%,-0.34%,"-$39,776,450.00",$0.00,"-$5,629,200.00","-$60,086,900.00","-$473,792,400.16","-$319,464,500.16",Leveraged Equities,2015-08-19,0.98%,N/A,$0.15,2023-03-21,$0.15,0.25%,0.14,3.92,49,63.24%,40%,20%,1099,$47.06,$61.49,$59.51,$61.72,62.69,B+,B-,N/A,C,B-,C,5.86,29.41%,36.88%,49.98,0.00%,9.80%
UBND,VictoryShares Core Plus Intermediate Bond ETF,Bond,"$213,573,000",3.36%,578,$21.54,0.28%,No,False,-0.51%,-0.94%,0.36%,N/A,N/A,"$533,150.00",$0.00,$0.00,"$6,036,412.50","$145,088,580.00","$145,088,580.00",Total Bond Market,2021-10-05,0.40%,N/A,$0.83,2023-05-10,$0.08,3.87%,0.00,0.34,467,21.77%,40%,20%,1099,$21.32,$21.77,$21.54,$21.54,48.68,C,B-,N/A,C,C,N/A,5.96,35.23%,38.76%,167.66,1.99%,1.18%
SPUU,Direxion Daily S&P 500 Bull 2x Shares,Equity,"$212,905,000",22.70%,"45,322",$86.81,1.19%,No,2x,3.43%,7.50%,3.01%,18.46%,14.58%,"$141,644,600.00","-$12,955,500.00","-$37,374,850.00","$145,464,850.00","$166,727,963.73","$178,609,313.73",Leveraged Equities,2014-05-28,0.64%,N/A,$0.62,2022-12-20,$0.62,0.73%,0.03,2.06,504,30.84%,40%,20%,1099,$78.29,$87.36,$86.10,$87.22,62.52,B-,A+,B,A-,A,B-,6.6,58.82%,55.56%,131.87,8.57%,5.47%
KBWY,Invesco KBW Premium Yield Equity REIT ETF,Real Estate,"$211,481,000",-2.86%,"124,072",$18.23,-0.38%,No,False,8.51%,6.56%,-14.62%,-0.67%,-5.14%,"-$8,015,040.00",$0.00,"-$1,491,210.00","-$21,297,880.00","$59,190,760.00","-$4,452,090.00",Real Estate,2010-12-02,0.35%,N/A,$1.61,2023-05-22,$0.15,8.83%,48.18,1.25,30,46.59%,40%,20%,1099,$15.69,$17.96,N/A,N/A,61.37,B+,B+,A,A,A+,B-,3.18,0.57%,2.97%,61.64,0.00%,10.40%
PALC,Pacer Lunt Large Cap Multi-Factor Alternator ETF,Equity,"$211,441,000",4.17%,"52,691",$36.55,1.08%,No,False,1.39%,5.12%,-0.24%,N/A,N/A,"-$14,946,590.00","-$12,631,610.00","-$3,586,000.00","-$9,191,020.00","$230,528,695.58","$230,528,695.58",Large Cap Growth Equities,2020-06-24,0.60%,N/A,$0.55,2023-03-23,$0.07,1.57%,0.04,0.95,184,46.49%,40%,20%,1099,$34.13,$36.89,N/A,N/A,62.48,B,C+,N/A,A,B-,N/A,6.91,76.19%,67.98%,101.44,7.42%,8.57%
ISCB,iShares Morningstar Small-Cap ETF,Equity,"$211,264,000",8.04%,"8,151",$48.91,-0.41%,No,False,6.01%,6.35%,1.11%,7.52%,2.88%,$0.00,$0.00,$0.00,"$67,105.70","-$211,172,924.30","-$241,753,359.30",Small Cap Blend Equities,2004-06-28,0.04%,N/A,$0.81,2023-06-07,$0.16,1.71%,11.78,1.15,1765,3.01%,40%,20%,1099,$44.48,$48.60,$48.69,$49.10,61.37,N/A,A,N/A,N/A,N/A,N/A,5.38,26.04%,29.26%,137.07,3.68%,5.77%
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Bond,"$210,660,000",2.30%,"39,892",$43.86,0.09%,No,False,0.37%,1.03%,4.09%,1.90%,1.91%,"-$85,407,995.00","-$4,389,790.00","-$13,125,290.00","-$149,483,845.00","$140,159,555.00","$197,231,135.00",Total Bond Market,2013-12-18,0.23%,2 Platforms,$4.03,2023-05-24,$0.12,9.20%,0.00,0.08,2131,7.27%,40%,20%,1099,$43.22,$43.92,N/A,N/A,64.24,B+,B+,C,A-,B,N/A,6.11,19.72%,42.14%,271.3,2.67%,0.77%
VALQ,American Century U.S. Quality Value ETF,Equity,"$210,102,000",1.81%,"5,186",$48.13,0.23%,No,False,3.05%,1.68%,-2.62%,9.77%,6.20%,"$3,700,185.00","$1,187,787.50","$2,506,210.00","-$215,325.00","$35,682,182.66","$168,502,072.66",Large Cap Value Equities,2018-01-11,0.29%,N/A,$1.29,2023-03-23,$0.26,2.77%,12.39,0.94,225,21.31%,40%,20%,1099,$46.33,$48.16,$48.03,$48.19,56.15,C+,A-,B+,B,B-,N/A,6.68,48.37%,58.76%,219.19,5.77%,5.08%
PTBD,Pacer Trendpilot US Bond ETF,Bond,"$208,562,000",1.19%,"64,355",$19.93,0.55%,No,False,0.05%,-1.40%,-4.92%,-3.93%,N/A,"-$75,254,180.00","-$5,958,900.00","-$13,801,020.00","-$466,705,850.00","$305,372,760.00","$478,222,265.00",High Yield Bonds,2019-10-22,0.60%,N/A,$1.45,2023-05-25,$0.04,7.39%,0.00,0.29,1152,5.06%,40%,20%,1099,$19.55,$20.24,N/A,N/A,49.11,A,C+,N/A,B,C,N/A,5.72,0.00%,34.51%,13.4,0.00%,0.00%
BSCU,Invesco BulletShares 2030 Corporate Bond ETF,Bond,"$208,142,000",3.20%,"60,389",$16.21,0.50%,No,False,-0.67%,-1.22%,0.18%,N/A,N/A,"$63,266,550.00","$4,840,500.00","$14,603,400.00","$138,539,550.00","$219,669,000.00","$219,669,000.00",Corporate Bonds,2020-09-16,0.10%,N/A,$0.58,2023-05-22,$0.06,3.60%,0.00,0.37,237,12.18%,40%,20%,1099,$16.05,$16.42,N/A,N/A,47.53,B-,A-,N/A,B-,C,N/A,6.66,70.42%,57.85%,224.64,13.16%,5.16%
PKB,Invesco Dynamic Building & Construction ETF,Equity,"$207,294,000",22.89%,"30,929",$50.11,0.08%,No,False,7.73%,4.61%,20.32%,16.76%,9.92%,"$72,236,340.00","-$2,178,240.00","$6,976,190.00","$45,514,200.00","$65,417,450.00","-$89,708,650.00",Building & Construction ,2005-10-26,0.60%,N/A,$0.20,2023-03-20,$0.04,0.39%,9.23,1.26,31,44.86%,40%,20%,1099,$45.52,$50.06,N/A,N/A,64.67,A-,B+,A,A,A,B+,6.19,43.31%,44.07%,128.64,0.00%,16.19%
WFHY,WisdomTree U.S. High Yield Corporate Bond Fund,Bond,"$206,588,000",2.82%,"24,560",$44.08,0.62%,No,False,0.78%,0.27%,0.34%,0.39%,2.90%,"$53,535,420.00",$0.00,$0.00,"$35,154,310.00","$179,613,020.00","$230,107,960.00",High Yield Bonds,2016-04-27,0.38%,N/A,$2.57,2023-05-24,$0.23,5.82%,0.00,0.47,449,7.97%,40%,20%,1099,$43.17,$44.14,N/A,N/A,55.10,B,B+,A-,C+,B+,C,5.41,75.63%,29.52%,249.45,4.46%,3.02%
GNOM,Global X Genomics & Biotechnology ETF,Equity,"$205,340,000",0.79%,"83,872",$12.75,-0.86%,No,False,2.82%,-1.01%,1.43%,-8.08%,N/A,"-$8,391,557.89","$711,296.81","-$145,695.34","$24,174,751.96","$277,464,552.05","$310,290,785.10",Health & Biotech Equities,2019-04-05,0.50%,N/A,$0.00,2021-12-30,$0.01,0.00%,-17.62,1.03,42,42.59%,40%,20%,1099,$12.19,$13.14,$12.68,$12.83,52.49,A-,B,A-,C,B-,N/A,5.49,28.71%,30.40%,31.38,0.00%,18.00%
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,Equity,"$204,460,000",15.37%,"19,782",$60.04,-0.05%,No,False,4.65%,6.72%,8.85%,7.76%,7.31%,"$6,065,000.00","$7,446,500.00","$8,871,500.00","$21,115,250.00","$72,659,857.50","$133,215,247.50",Mid Cap Growth Equities,2016-02-23,0.30%,N/A,$0.24,2023-03-31,$0.06,0.40%,22.36,1.17,236,25.47%,40%,20%,1099,$55.45,$59.87,$59.81,$60.20,63.51,B,B,A-,C+,C+,N/A,5.77,50.42%,35.30%,116.61,1.79%,11.42%
FLBL,Franklin Senior Loan ETF,Bond,"$203,794,000",5.47%,"61,662",$23.42,0.26%,No,False,0.80%,0.46%,5.01%,3.75%,2.99%,"-$8,178,000.00",$0.00,"-$3,529,500.00","-$12,679,000.00","$132,192,500.00","$182,404,000.00",High Yield Bonds,2018-05-30,0.45%,N/A,$1.74,2023-06-01,$0.19,7.44%,0.00,0.23,182,17.17%,40%,20%,1099,$23.12,$23.39,$23.38,$23.45,61.31,A-,B-,N/A,A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MORT,VanEck Mortgage REIT Income ETF,Real Estate,"$203,126,000",2.46%,"187,066",$11.46,0.00%,No,False,5.72%,9.25%,-14.84%,3.61%,-4.71%,"$37,710,850.00","$2,860,925.00","$2,860,925.00","$39,125,245.00","$62,168,415.00","$181,396,931.55",Real Estate,2011-08-16,0.41%,N/A,$1.61,2023-04-03,$0.47,14.06%,8.05,1.51,26,62.99%,40%,20%,1099,$10.05,$11.42,$11.36,$11.53,61.36,B+,B+,C,B+,A,C+,3.49,1.14%,4.17%,2.17,0.00%,1.14%
MLPB,ETRACS Alerian MLP Infrastructure Index ETN Series B,Equity,"$202,826,000",5.70%,"34,798",$19.83,-0.25%,No,False,2.95%,6.66%,1.48%,12.20%,1.23%,"-$41,850,840.00","-$15,657,040.00","-$15,657,040.00","-$41,850,840.00","-$96,239,397.69","$157,848,471.25",MLPs,2015-10-08,0.85%,N/A,$0.00,2020-01-10,$0.40,0.00%,0.00,1.35,19,78.55%,40%,20%,1099,$18.67,$20.06,$19.68,$19.90,60.07,N/A,B,N/A,N/A,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KORP,American Century Diversified Corporate Bond ETF,Bond,"$202,319,000",2.39%,"13,972",$45.62,0.46%,No,False,-0.53%,-1.13%,0.43%,-1.31%,1.63%,"$23,081,515.00",$0.00,$0.00,"$61,139,815.00","$110,357,569.40","$205,519,494.40",Corporate Bonds,2018-01-11,0.27%,N/A,$1.67,2023-06-01,$0.17,3.68%,0.00,0.21,241,13.58%,40%,20%,1099,$45.25,$46.19,N/A,N/A,47.44,C+,C+,B-,B+,B+,N/A,6.65,91.81%,57.53%,308.87,7.92%,2.85%
EWMC,Invesco S&P MidCap 400® Equal Weight ETF,Equity,"$202,241,000",6.94%,"8,178",$89.20,-0.56%,No,False,5.77%,4.70%,4.19%,13.24%,7.14%,"$33,698,230.00","$894,870.00","$7,675,110.00","$76,021,900.00","$104,969,820.00","$75,454,370.00",Small Cap Blend Equities,2010-12-08,0.40%,N/A,$1.10,2023-03-20,$0.30,1.23%,13.11,1.20,402,3.93%,40%,20%,1099,$82.36,$88.70,$88.48,$90.13,60.12,B-,B+,B+,B-,B,N/A,5.79,51.46%,35.59%,164.88,4.06%,7.91%
SHE,SPDR MSCI USA Gender Diversity ETF,Equity,"$201,790,000",8.63%,"4,968",$85.26,0.36%,No,False,1.67%,2.55%,3.83%,5.90%,5.80%,"-$16,486,621.35",$0.00,"-$1,978,007.75","-$23,323,969.61","$68,313,094.04","-$133,179,169.26",Large Cap Growth Equities,2016-03-07,0.20%,N/A,$1.27,2023-03-17,$0.32,1.49%,17.32,1.01,266,35.37%,40%,20%,1099,$81.91,$85.57,N/A,N/A,59.33,C+,B+,C,B-,B,B,6.81,67.66%,64.27%,124.47,9.53%,4.71%
IBUY,Amplify Online Retail ETF,Equity,"$201,252,000",15.21%,"18,369",$44.92,4.03%,No,False,8.27%,9.44%,-9.41%,-13.05%,-1.70%,"-$8,754,000.00","$2,071,500.00","$2,071,500.00","-$30,057,500.00","-$190,806,000.00","-$230,453,500.00",Consumer Discretionary Equities,2016-04-20,0.65%,N/A,$0.00,2020-12-29,$0.62,0.00%,0.04,1.48,62,29.58%,40%,20%,1099,$39.26,$43.90,$44.02,$45.48,62.28,A-,C+,C,C,B+,N/A,5.15,20.00%,26.14%,9.38,2.72%,0.29%
QVMS,Invesco S&P SmallCap 600 QVM Multi-factor ETF,Equity,"$200,809,000",5.72%,529,$22.98,-0.73%,No,False,6.85%,6.92%,0.84%,N/A,N/A,"$90,550,600.00",$0.00,$0.00,"$142,550,580.00","$191,612,510.00","$191,612,510.00",N/A,2021-06-30,0.15%,N/A,$0.36,2023-03-20,$0.10,1.57%,12.58,0.96,537,6.43%,40%,20%,1099,$20.70,$22.91,$22.95,$22.99,60.73,C+,A,B-,C,A-,N/A,5.35,23.26%,28.80%,113.34,3.99%,8.03%
SPMO,Invesco S&P 500® Momentum ETF,Equity,"$200,564,000",-2.35%,"41,358",$55.08,0.55%,No,False,2.88%,-0.38%,-1.63%,9.45%,9.09%,"$16,939,120.00","-$3,287,940.00","-$12,048,760.00","$122,219,600.00","$143,934,250.00","$150,117,650.00",Large Cap Growth Equities,2015-10-09,0.13%,N/A,$1.15,2023-03-20,$0.34,2.10%,17.92,0.89,101,44.23%,40%,20%,1099,$53.17,$55.64,$54.81,$55.25,53.14,B-,A-,B+,B,B+,C+,6.59,31.38%,55.08%,176.87,6.14%,11.31%
SMLV,SPDR SSGA US Small Cap Low Volatility Index ETF,Equity,"$199,295,000",-0.56%,"4,680",$106.19,-0.88%,No,False,6.97%,6.60%,-0.36%,11.06%,4.91%,"-$934,811.08",$0.00,$0.00,"$8,231,583.33","-$128,321,626.94","-$17,085,157.87",Volatility Hedged Equity,2013-02-20,0.12%,N/A,$2.96,2023-03-17,$0.84,2.76%,13.14,0.98,439,6.76%,40%,20%,1099,$95.61,$105.47,N/A,N/A,59.56,B,A+,B-,C+,B+,C,4.89,3.89%,23.06%,125.63,2.37%,8.11%
TPLC,Timothy Plan Fund Timothy Plan US Large/Mid Cap Core Fund,Equity,"$199,238,000",3.72%,"24,398",$34.64,0.12%,No,False,3.29%,1.70%,1.73%,10.53%,N/A,"$13,933,000.00","$5,141,500.00","$5,119,000.00","$28,131,000.00","$1,765,000.00","$144,820,905.00",Mid Cap Growth Equities,2019-04-29,0.52%,N/A,$0.36,2023-05-10,$0.01,1.05%,19.70,1.00,301,5.28%,40%,20%,1099,$33.15,$34.63,$34.54,$34.73,57.42,N/A,C+,N/A,N/A,B,N/A,6.55,93.96%,53.92%,279.82,6.10%,7.07%
PSCE,Invesco S&P SmallCap Energy ETF,Equity,"$199,052,000",-6.95%,"272,075",$9.40,-0.11%,No,False,9.56%,7.06%,-21.16%,30.10%,-10.68%,"$80,230,660.00","-$1,881,400.00","-$4,805,320.00","$45,933,490.00","$139,454,590.00","$123,599,240.00",Energy Equities,2010-04-07,0.29%,N/A,$0.23,2023-03-20,$0.07,2.43%,9.48,1.95,32,59.38%,40%,20%,1099,$8.22,$9.33,$9.27,$9.50,56.46,B-,A,A,C+,C,C+,4.45,3.76%,9.14%,643.1,4.31%,2.00%
PSC,Principal U.S. Small Cap Multi-Factor ETF,Equity,"$198,437,000",6.73%,"4,395",$41.70,-0.29%,No,False,6.41%,6.28%,1.39%,13.55%,5.78%,"-$48,102,190.00",$0.00,$0.00,"-$461,863,990.00","-$472,526,160.00","-$453,501,045.00",Small Cap Blend Equities,2016-09-21,0.38%,N/A,$0.75,2023-04-03,$0.03,1.81%,8.94,1.19,535,8.72%,40%,20%,1099,$37.89,$41.36,$41.55,$41.78,62.31,B-,A-,C+,B+,B+,N/A,5.25,16.88%,27.54%,189.61,2.89%,7.80%
CZA,Invesco Zacks Mid-Cap ETF,Equity,"$197,425,000",-1.88%,"4,611",$87.22,-0.18%,No,False,4.27%,1.44%,-2.12%,11.18%,7.03%,"-$8,737,320.00",$0.00,"-$3,372,140.00","-$10,072,220.00","-$116,569,400.00","-$117,198,200.00",Mid Cap Blend Equities,2007-04-02,0.69%,N/A,$1.52,2022-12-19,$1.52,1.74%,14.18,0.98,101,20.57%,40%,20%,1099,$82.33,$86.99,N/A,N/A,56.87,B-,C,C+,A+,A,C,6.25,79.86%,45.10%,358.01,10.43%,6.29%
DMAR,FT Cboe Vest U.S. Equity Deep Buffer ETF - March,Equity,"$196,912,000",5.31%,"79,869",$31.76,0.09%,No,False,0.86%,2.09%,2.42%,N/A,N/A,"-$150,086,975.00","$790,900.00","-$10,909,250.00","$31,802,500.00","$186,023,250.00","$186,023,250.00",N/A,2021-03-19,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.35,3,100.00%,40%,20%,1099,$30.97,$31.81,$31.72,$31.80,67.05,A,C+,B-,A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XMPT,VanEck CEF Muni Income ETF,Bond,"$196,848,000",-0.74%,"52,289",$20.98,0.72%,No,False,0.38%,-1.35%,-8.47%,-2.80%,0.54%,"$37,081,357.50",$0.00,"-$1,045,412.50","$59,429,585.00","$93,855,610.75","$139,217,874.45",Total Bond Market,2011-07-12,1.81%,N/A,$0.97,2023-06-01,$0.07,4.62%,0.00,0.42,56,49.93%,40%,20%,1099,$20.38,$21.23,$20.95,$21.02,51.03,B+,C,A+,C,A,C+,0.0,N/A,N/A,N/A,N/A,N/A
TAIL,Cambria Tail Risk ETF,Multi-Asset,"$194,880,000",-8.12%,"183,303",$13.95,0.22%,No,False,-2.04%,-4.86%,-14.13%,-12.98%,-6.80%,"-$49,113,500.00","-$6,268,500.00","-$21,910,500.00","-$216,553,000.00","$147,205,000.00","$324,475,000.00",Diversified Portfolio,2017-04-06,0.59%,N/A,$0.32,2023-03-23,$0.12,2.27%,0.03,-0.55,4,100.00%,40%,20%,1099,$13.82,$14.72,$13.84,$14.03,37.27,A+,B+,A,C+,C,N/A,5.72,0.00%,34.48%,0.0,0.00%,0.00%
